Date,Value,Comment,Comment
1984-06-01T00:00:00.000+02:00,38.78,Historical data not yet verfied,
1984-05-01T00:00:00.000+02:00,394.8912,Historical data not yet verfied,
1984-04-01T00:00:00.000+02:00,90.0804,Historical data not yet verfied,
1984-03-01T00:00:00.000+02:00,100.274,Historical data not yet verfied,
1984-02-01T00:00:00.000+02:00,19.39,Historical data not yet verfied,
1984-01-01T00:00:00.000+02:00,28.0324,Historical data not yet verfied,
1983-12-01T00:00:00.000+02:00,43.1012,Historical data not yet verfied,
1983-11-01T00:00:00.000+02:00,36.2316,Historical data not yet verfied,
1983-10-01T00:00:00.000+02:00,28.808,Historical data not yet verfied,
1983-09-01T00:00:00.000+02:00,219.0516,Historical data not yet verfied,
1983-08-01T00:00:00.000+02:00,110.1352,Historical data not yet verfied,
1983-07-01T00:00:00.000+02:00,229.356,Historical data not yet verfied,
1983-06-01T00:00:00.000+02:00,394.8912,Historical data not yet verfied,
1983-05-01T00:00:00.000+02:00,552.7812,Historical data not yet verfied,
1983-04-01T00:00:00.000+02:00,65.1504,Historical data not yet verfied,
1983-03-01T00:00:00.000+02:00,79.776,Historical data not yet verfied,
1983-02-01T00:00:00.000+02:00,134.2896,Historical data not yet verfied,
1983-01-01T00:00:00.000+02:00,38.78,Historical data not yet verfied,
1982-12-01T00:00:00.000+02:00,114.0132,Historical data not yet verfied,
1982-11-01T00:00:00.000+02:00,77.7816,Historical data not yet verfied,
1982-10-01T00:00:00.000+02:00,146.1452,Historical data not yet verfied,
1982-09-01T00:00:00.000+02:00,87.9752,Historical data not yet verfied,
1982-08-01T00:00:00.000+02:00,147.8072,Historical data not yet verfied,
1982-07-01T00:00:00.000+02:00,283.3156,Historical data not yet verfied,
1982-06-01T00:00:00.000+02:00,179.1636,Historical data not yet verfied,
1982-05-01T00:00:00.000+02:00,140.2728,Historical data not yet verfied,
1982-04-01T00:00:00.000+02:00,180.8256,Historical data not yet verfied,
1982-03-01T00:00:00.000+02:00,52.2976,Historical data not yet verfied,
1982-02-01T00:00:00.000+02:00,36.1208,Historical data not yet verfied,
1982-01-01T00:00:00.000+02:00,113.3484,Historical data not yet verfied,
1981-12-01T00:00:00.000+02:00,63.2668,Historical data not yet verfied,
1981-11-01T00:00:00.000+02:00,102.7116,Historical data not yet verfied,
1981-10-01T00:00:00.000+02:00,48.6412,Historical data not yet verfied,
1981-09-01T00:00:00.000+02:00,258.3856,Historical data not yet verfied,
1981-08-01T00:00:00.000+02:00,259.4936,Historical data not yet verfied,
1981-07-01T00:00:00.000+02:00,341.264,Historical data not yet verfied,
1981-06-01T00:00:00.000+02:00,156.6712,Historical data not yet verfied,
1981-05-01T00:00:00.000+02:00,49.9708,Historical data not yet verfied,
1981-04-01T00:00:00.000+02:00,124.8716,Historical data not yet verfied,
